"","time.Bisphenol.b","Agutlumen.Bisphenol.b","Cgut.Bisphenol.b","Cliver.Bisphenol.b","Cven.Bisphenol.b","Clung.Bisphenol.b","Cart.Bisphenol.b","Crest.Bisphenol.b","Ckidney.Bisphenol.b","Cplasma.Bisphenol.b","Atubules.Bisphenol.b","Ametabolized.Bisphenol.b","AUC.Bisphenol.b","time.Bisphenol.a","Agutlumen.Bisphenol.a","Cgut.Bisphenol.a","Cliver.Bisphenol.a","Cven.Bisphenol.a","Clung.Bisphenol.a","Cart.Bisphenol.a","Crest.Bisphenol.a","Ckidney.Bisphenol.a","Cplasma.Bisphenol.a","Atubules.Bisphenol.a","Ametabolized.Bisphenol.a","AUC.Bisphenol.a"
"344",3.2448,0.001542,0.000126,0.0002128,1.82e-05,1.248e-05,1.819e-05,5.378e-05,0.0001373,2.895e-05,0.0001374,0.01503,7.422e-05,3.2448,0.001635,0.0004264,0.0004763,1.708e-05,0.0001577,1.705e-05,0.0001389,0.0004253,2.218e-05,0.0002034,0.01054,4.654e-05
"345",3.2552,0.001406,0.0001237,0.0002114,1.842e-05,1.263e-05,1.841e-05,5.505e-05,0.0001391,2.93e-05,0.000138,0.0151,7.452e-05,3.2552,0.001491,0.0004232,0.0004904,1.739e-05,0.0001606,1.737e-05,0.00014,0.0004346,2.258e-05,0.0002044,0.01059,4.678e-05
"346",3.2656,0.001281,0.0001213,0.0002086,1.856e-05,1.273e-05,1.856e-05,5.617e-05,0.0001403,2.952e-05,0.0001386,0.01517,7.483e-05,3.2656,0.001359,0.000417,0.0004964,1.758e-05,0.0001625,1.757e-05,0.0001412,0.0004409,2.283e-05,0.0002055,0.01065,4.701e-05
"347",3.276,0.001168,0.0001188,0.0002054,1.865e-05,1.279e-05,1.865e-05,5.713e-05,0.000141,2.967e-05,0.0001391,0.01524,7.514e-05,3.276,0.001239,0.0004093,0.0004967,1.77e-05,0.0001635,1.769e-05,0.0001424,0.0004447,2.298e-05,0.0002065,0.01071,4.725e-05
"348",3.2864,0.001065,0.0001164,0.0002021,1.87e-05,1.283e-05,1.87e-05,5.793e-05,0.0001415,2.976e-05,0.0001397,0.0153,7.545e-05,3.2864,0.001129,0.000401,0.0004934,1.775e-05,0.000164,1.775e-05,0.0001436,0.0004467,2.304e-05,0.0002075,0.01076,4.749e-05
"349",3.2968,0.0009704,0.0001141,0.0001988,1.873e-05,1.284e-05,1.873e-05,5.858e-05,0.0001417,2.979e-05,0.0001403,0.01537,7.576e-05,3.2968,0.001029,0.0003925,0.0004877,1.776e-05,0.0001642,1.776e-05,0.0001447,0.0004475,2.306e-05,0.0002086,0.01082,4.773e-05
"350",3.3072,0.0008846,0.0001119,0.0001956,1.873e-05,1.284e-05,1.873e-05,5.91e-05,0.0001417,2.979e-05,0.0001409,0.01543,7.607e-05,3.3072,0.0009381,0.000384,0.0004807,1.775e-05,0.000164,1.775e-05,0.0001458,0.0004475,2.304e-05,0.0002096,0.01088,4.797e-05
"351",3.3176,0.0008063,0.0001098,0.0001924,1.871e-05,1.283e-05,1.871e-05,5.95e-05,0.0001416,2.976e-05,0.0001414,0.0155,7.638e-05,3.3176,0.0008551,0.0003758,0.0004729,1.771e-05,0.0001637,1.771e-05,0.0001467,0.0004468,2.299e-05,0.0002107,0.01093,4.821e-05
"352",3.328,0.000735,0.0001077,0.0001894,1.866e-05,1.28e-05,1.866e-05,5.978e-05,0.0001413,2.969e-05,0.000142,0.01556,7.668e-05,3.328,0.0007794,0.0003679,0.0004649,1.766e-05,0.0001633,1.767e-05,0.0001475,0.0004457,2.293e-05,0.0002117,0.01099,4.845e-05
"353",3.3384,0.00067,0.0001058,0.0001864,1.86e-05,1.276e-05,1.86e-05,5.997e-05,0.0001408,2.959e-05,0.0001426,0.01562,7.699e-05,3.3384,0.0007105,0.0003604,0.0004569,1.76e-05,0.0001627,1.761e-05,0.0001482,0.0004443,2.285e-05,0.0002128,0.01104,4.869e-05
"354",3.3488,0.0006107,0.0001039,0.0001835,1.853e-05,1.27e-05,1.853e-05,6.007e-05,0.0001403,2.947e-05,0.0001431,0.01568,7.73e-05,3.3488,0.0006476,0.0003533,0.000449,1.754e-05,0.0001621,1.754e-05,0.0001487,0.0004428,2.277e-05,0.0002138,0.01109,4.892e-05
"355",3.3592,0.0005567,0.000102,0.0001807,1.843e-05,1.264e-05,1.844e-05,6.009e-05,0.0001396,2.933e-05,0.0001437,0.01574,7.761e-05,3.3592,0.0005903,0.0003467,0.0004414,1.747e-05,0.0001615,1.747e-05,0.0001492,0.0004411,2.268e-05,0.0002148,0.01114,4.916e-05
"356",3.3696,0.0005074,0.0001003,0.0001779,1.833e-05,1.257e-05,1.834e-05,6.003e-05,0.0001388,2.916e-05,0.0001443,0.0158,7.791e-05,3.3696,0.0005381,0.0003405,0.0004342,1.74e-05,0.0001608,1.74e-05,0.0001496,0.0004393,2.259e-05,0.0002159,0.0112,4.94e-05
"357",3.38,0.0004625,9.858e-05,0.0001753,1.822e-05,1.249e-05,1.822e-05,5.991e-05,0.000138,2.898e-05,0.0001448,0.01586,7.821e-05,3.38,0.0004905,0.0003346,0.0004273,1.732e-05,0.0001602,1.733e-05,0.0001499,0.0004375,2.249e-05,0.0002169,0.01125,4.963e-05
"358",3.3904,0.0004216,9.693e-05,0.0001726,1.809e-05,1.241e-05,1.81e-05,5.973e-05,0.000137,2.878e-05,0.0001454,0.01592,7.851e-05,3.3904,0.0004471,0.0003292,0.0004208,1.725e-05,0.0001595,1.726e-05,0.0001501,0.0004356,2.24e-05,0.0002179,0.01129,4.986e-05
"359",3.4008,0.0003843,9.534e-05,0.0001701,1.796e-05,1.232e-05,1.796e-05,5.95e-05,0.0001361,2.857e-05,0.0001459,0.01598,7.881e-05,3.4008,0.0004076,0.0003241,0.0004147,1.717e-05,0.0001588,1.718e-05,0.0001503,0.0004338,2.23e-05,0.0002189,0.01134,5.01e-05
"360",3.4112,0.0003503,9.379e-05,0.0001676,1.782e-05,1.222e-05,1.782e-05,5.922e-05,0.000135,2.835e-05,0.0001465,0.01603,7.911e-05,3.4112,0.0003715,0.0003193,0.0004089,1.71e-05,0.0001581,1.711e-05,0.0001503,0.0004319,2.22e-05,0.0002199,0.01139,5.033e-05
"361",3.41656667,0.000334,9.301e-05,0.0001663,1.774e-05,1.217e-05,1.775e-05,5.906e-05,0.0001344,2.823e-05,0.0001468,0.01606,7.926e-05,3.41656667,0.0003542,0.000317,0.0004061,1.706e-05,0.0001577,1.707e-05,0.0001503,0.0004309,2.215e-05,0.0002205,0.01142,5.045e-05
"362",3.41666667,0.0003337,9.3e-05,0.0001663,1.774e-05,1.217e-05,1.775e-05,5.906e-05,0.0001344,2.822e-05,0.0001468,0.01606,7.926e-05,3.41666667,0.0003538,0.0003169,0.000406,1.706e-05,0.0001577,1.707e-05,0.0001503,0.0004309,2.215e-05,0.0002205,0.01142,5.045e-05
"363",3.41676667,0.002175,9.444e-05,0.0001663,1.774e-05,1.216e-05,1.774e-05,5.905e-05,0.0001344,2.822e-05,0.0001468,0.01606,7.926e-05,3.41676667,0.002307,0.0003185,0.000406,1.706e-05,0.0001577,1.707e-05,0.0001503,0.0004309,2.215e-05,0.0002205,0.01142,5.045e-05
"364",3.4216,0.002084,0.0001291,0.0001834,1.816e-05,1.245e-05,1.811e-05,5.895e-05,0.0001359,2.89e-05,0.000147,0.01609,7.94e-05,3.4216,0.00221,0.0003761,0.0004122,1.711e-05,0.000158,1.709e-05,0.0001503,0.0004304,2.222e-05,0.000221,0.01144,5.056e-05
"365",3.432,0.001899,0.00014,0.0002202,1.955e-05,1.341e-05,1.952e-05,5.95e-05,0.0001466,3.111e-05,0.0001476,0.01615,7.971e-05,3.432,0.002014,0.0004339,0.0004499,1.758e-05,0.0001622,1.753e-05,0.0001505,0.0004372,2.283e-05,0.000222,0.01149,5.079e-05
"366",3.4424,0.001731,0.0001404,0.000233,2.027e-05,1.39e-05,2.025e-05,6.068e-05,0.0001528,3.225e-05,0.0001482,0.01623,8.004e-05,3.4424,0.001836,0.0004517,0.0004866,1.813e-05,0.0001673,1.809e-05,0.0001511,0.0004505,2.354e-05,0.000223,0.01154,5.103e-05
"367",3.4528,0.001578,0.0001386,0.0002352,2.063e-05,1.415e-05,2.062e-05,6.198e-05,0.0001558,3.283e-05,0.0001489,0.01631,8.038e-05,3.4528,0.001674,0.0004545,0.0005116,1.857e-05,0.0001715,1.854e-05,0.000152,0.0004629,2.411e-05,0.0002241,0.0116,5.128e-05
"368",3.4632,0.001439,0.0001361,0.0002336,2.084e-05,1.429e-05,2.083e-05,6.318e-05,0.0001575,3.315e-05,0.0001495,0.01638,8.073e-05,3.4632,0.001526,0.000451,0.0005256,1.887e-05,0.0001743,1.885e-05,0.0001531,0.0004721,2.451e-05,0.0002252,0.01166,5.153e-05
"369",3.4736,0.001311,0.0001334,0.0002305,2.095e-05,1.437e-05,2.095e-05,6.424e-05,0.0001584,3.333e-05,0.0001501,0.01646,8.107e-05,3.4736,0.001391,0.0004445,0.0005313,1.907e-05,0.0001762,1.905e-05,0.0001543,0.0004783,2.475e-05,0.0002263,0.01172,5.179e-05
"370",3.484,0.001195,0.0001308,0.000227,2.102e-05,1.441e-05,2.102e-05,6.512e-05,0.000159,3.344e-05,0.0001508,0.01654,8.142e-05,3.484,0.001268,0.0004366,0.0005314,1.917e-05,0.0001772,1.917e-05,0.0001555,0.000482,2.489e-05,0.0002275,0.01178,5.205e-05
"371",3.4944,0.00109,0.0001282,0.0002234,2.105e-05,1.443e-05,2.105e-05,6.585e-05,0.0001593,3.349e-05,0.0001514,0.01661,8.177e-05,3.4944,0.001155,0.0004279,0.0005277,1.922e-05,0.0001777,1.922e-05,0.0001567,0.0004839,2.496e-05,0.0002286,0.01185,5.231e-05
"372",3.5048,0.0009931,0.0001257,0.0002198,2.105e-05,1.443e-05,2.105e-05,6.643e-05,0.0001593,3.349e-05,0.0001521,0.01668,8.212e-05,3.5048,0.001053,0.0004191,0.0005217,1.923e-05,0.0001777,1.923e-05,0.0001578,0.0004846,2.497e-05,0.0002297,0.01191,5.257e-05
"373",3.5152,0.0009053,0.0001233,0.0002162,2.102e-05,1.442e-05,2.103e-05,6.688e-05,0.0001591,3.345e-05,0.0001527,0.01676,8.246e-05,3.5152,0.00096,0.0004103,0.0005144,1.921e-05,0.0001776,1.921e-05,0.0001588,0.0004843,2.494e-05,0.0002309,0.01197,5.283e-05
"374",3.5256,0.0008252,0.000121,0.0002128,2.098e-05,1.438e-05,2.098e-05,6.72e-05,0.0001588,3.337e-05,0.0001534,0.01683,8.281e-05,3.5256,0.0008751,0.0004018,0.0005063,1.916e-05,0.0001772,1.917e-05,0.0001597,0.0004835,2.488e-05,0.000232,0.01203,5.309e-05
"375",3.536,0.0007522,0.0001188,0.0002095,2.091e-05,1.434e-05,2.091e-05,6.741e-05,0.0001583,3.326e-05,0.000154,0.0169,8.316e-05,3.536,0.0007977,0.0003936,0.0004979,1.911e-05,0.0001767,1.911e-05,0.0001605,0.0004823,2.481e-05,0.0002331,0.01208,5.334e-05
"376",3.5464,0.0006856,0.0001167,0.0002062,2.082e-05,1.428e-05,2.082e-05,6.752e-05,0.0001577,3.312e-05,0.0001546,0.01697,8.35e-05,3.5464,0.0007271,0.0003859,0.0004896,1.904e-05,0.0001761,1.905e-05,0.0001612,0.0004808,2.473e-05,0.0002343,0.01214,5.36e-05
"377",3.5568,0.000625,0.0001147,0.0002031,2.072e-05,1.421e-05,2.072e-05,6.754e-05,0.0001569,3.296e-05,0.0001553,0.01703,8.385e-05,3.5568,0.0006628,0.0003786,0.0004814,1.897e-05,0.0001754,1.898e-05,0.0001617,0.0004791,2.463e-05,0.0002354,0.0122,5.386e-05
"378",3.5672,0.0005697,0.0001127,2e-04,2.06e-05,1.413e-05,2.061e-05,6.747e-05,0.000156,3.278e-05,0.0001559,0.0171,8.419e-05,3.5672,0.0006041,0.0003717,0.0004736,1.89e-05,0.0001747,1.891e-05,0.0001622,0.0004772,2.454e-05,0.0002365,0.01225,5.411e-05
"379",3.5776,0.0005193,0.0001108,0.0001969,2.047e-05,1.404e-05,2.048e-05,6.734e-05,0.0001551,3.257e-05,0.0001565,0.01716,8.453e-05,3.5776,0.0005507,0.0003652,0.0004661,1.882e-05,0.000174,1.883e-05,0.0001625,0.0004753,2.444e-05,0.0002376,0.01231,5.437e-05
"380",3.588,0.0004734,0.0001089,0.000194,2.033e-05,1.394e-05,2.034e-05,6.713e-05,0.000154,3.235e-05,0.0001572,0.01723,8.487e-05,3.588,0.000502,0.0003592,0.0004589,1.874e-05,0.0001733,1.875e-05,0.0001628,0.0004733,2.433e-05,0.0002387,0.01236,5.462e-05
"381",3.5984,0.0004315,0.0001071,0.0001911,2.018e-05,1.384e-05,2.019e-05,6.687e-05,0.0001529,3.211e-05,0.0001578,0.01729,8.52e-05,3.5984,0.0004576,0.0003535,0.0004522,1.866e-05,0.0001725,1.867e-05,0.000163,0.0004713,2.423e-05,0.0002398,0.01241,5.488e-05
"382",3.6088,0.0003933,0.0001054,0.0001883,2.003e-05,1.373e-05,2.003e-05,6.656e-05,0.0001517,3.186e-05,0.0001584,0.01736,8.553e-05,3.6088,0.0004171,0.0003483,0.0004458,1.858e-05,0.0001718,1.859e-05,0.0001631,0.0004693,2.412e-05,0.0002409,0.01247,5.513e-05
"383",3.6192,0.0003585,0.0001037,0.0001856,1.986e-05,1.362e-05,1.987e-05,6.62e-05,0.0001505,3.159e-05,0.000159,0.01742,8.586e-05,3.6192,0.0003802,0.0003433,0.0004398,1.85e-05,0.000171,1.851e-05,0.0001631,0.0004672,2.402e-05,0.000242,0.01252,5.538e-05
"384",3.6296,0.0003268,0.0001021,0.0001829,1.969e-05,1.35e-05,1.969e-05,6.58e-05,0.0001492,3.132e-05,0.0001596,0.01748,8.619e-05,3.6296,0.0003466,0.0003387,0.0004342,1.842e-05,0.0001703,1.842e-05,0.0001631,0.0004652,2.391e-05,0.0002431,0.01257,5.563e-05
"385",3.64,0.0002979,0.0001005,0.0001802,1.951e-05,1.338e-05,1.951e-05,6.536e-05,0.0001478,3.103e-05,0.0001602,0.01754,8.652e-05,3.64,0.0003159,0.0003343,0.0004288,1.834e-05,0.0001695,1.834e-05,0.000163,0.0004631,2.381e-05,0.0002442,0.01262,5.587e-05
"386",3.6504,0.0002715,9.893e-05,0.0001776,1.932e-05,1.325e-05,1.933e-05,6.488e-05,0.0001464,3.074e-05,0.0001608,0.0176,8.684e-05,3.6504,0.000288,0.0003302,0.0004238,1.825e-05,0.0001688,1.826e-05,0.0001628,0.0004611,2.37e-05,0.0002453,0.01267,5.612e-05
"387",3.6608,0.0002475,9.741e-05,0.0001751,1.914e-05,1.312e-05,1.914e-05,6.438e-05,0.000145,3.044e-05,0.0001614,0.01765,8.715e-05,3.6608,0.0002625,0.0003264,0.0004191,1.817e-05,0.000168,1.818e-05,0.0001626,0.000459,2.36e-05,0.0002463,0.01272,5.637e-05
"388",3.6712,0.0002256,9.594e-05,0.0001726,1.894e-05,1.299e-05,1.895e-05,6.386e-05,0.0001436,3.014e-05,0.000162,0.01771,8.747e-05,3.6712,0.0002393,0.0003228,0.0004147,1.809e-05,0.0001673,1.81e-05,0.0001624,0.000457,2.349e-05,0.0002474,0.01276,5.661e-05
"389",3.6816,0.0002057,9.449e-05,0.0001702,1.875e-05,1.286e-05,1.876e-05,6.331e-05,0.0001421,2.983e-05,0.0001626,0.01777,8.778e-05,3.6816,0.0002181,0.0003194,0.0004105,1.801e-05,0.0001665,1.802e-05,0.0001621,0.000455,2.339e-05,0.0002485,0.01281,5.686e-05
"390",3.692,0.0001875,9.309e-05,0.0001678,1.855e-05,1.272e-05,1.856e-05,6.274e-05,0.0001406,2.951e-05,0.0001631,0.01782,8.809e-05,3.692,0.0001988,0.0003162,0.0004065,1.793e-05,0.0001658,1.794e-05,0.0001618,0.0004529,2.328e-05,0.0002495,0.01286,5.71e-05
"391",3.7024,0.0001709,9.171e-05,0.0001654,1.835e-05,1.258e-05,1.836e-05,6.215e-05,0.0001391,2.919e-05,0.0001637,0.01788,8.84e-05,3.7024,0.0001812,0.0003131,0.0004027,1.785e-05,0.0001651,1.786e-05,0.0001614,0.0004509,2.318e-05,0.0002506,0.01291,5.734e-05
"392",3.7128,0.0001558,9.037e-05,0.0001631,1.815e-05,1.245e-05,1.816e-05,6.155e-05,0.0001376,2.888e-05,0.0001643,0.01793,8.87e-05,3.7128,0.0001652,0.0003103,0.0003991,1.777e-05,0.0001643,1.778e-05,0.000161,0.0004489,2.308e-05,0.0002517,0.01295,5.758e-05
"393",3.7232,0.000142,8.905e-05,0.0001609,1.795e-05,1.231e-05,1.796e-05,6.094e-05,0.0001361,2.855e-05,0.0001648,0.01799,8.9e-05,3.7232,0.0001506,0.0003075,0.0003957,1.77e-05,0.0001636,1.77e-05,0.0001606,0.0004469,2.298e-05,0.0002527,0.013,5.782e-05
"394",3.7336,0.0001294,8.776e-05,0.0001586,1.775e-05,1.217e-05,1.775e-05,6.032e-05,0.0001345,2.823e-05,0.0001654,0.01804,8.929e-05,3.7336,0.0001372,0.0003049,0.0003925,1.762e-05,0.0001629,1.762e-05,0.0001602,0.000445,2.287e-05,0.0002537,0.01305,5.806e-05
"395",3.744,0.000118,8.65e-05,0.0001564,1.754e-05,1.203e-05,1.755e-05,5.969e-05,0.000133,2.791e-05,0.0001659,0.01809,8.958e-05,3.744,0.0001251,0.0003024,0.0003894,1.754e-05,0.0001622,1.755e-05,0.0001597,0.000443,2.277e-05,0.0002548,0.01309,5.83e-05
"396",3.7544,0.0001075,8.526e-05,0.0001543,1.734e-05,1.189e-05,1.735e-05,5.905e-05,0.0001314,2.758e-05,0.0001664,0.01814,8.987e-05,3.7544,0.000114,0.0003001,0.0003864,1.746e-05,0.0001614,1.747e-05,0.0001593,0.000441,2.267e-05,0.0002558,0.01314,5.853e-05
"397",3.7648,9.802e-05,8.404e-05,0.0001521,1.713e-05,1.175e-05,1.714e-05,5.841e-05,0.0001299,2.726e-05,0.000167,0.01819,9.016e-05,3.7648,0.000104,0.0002978,0.0003836,1.738e-05,0.0001607,1.739e-05,0.0001588,0.0004391,2.257e-05,0.0002568,0.01318,5.877e-05
"398",3.7752,8.935e-05,8.285e-05,0.0001501,1.693e-05,1.161e-05,1.694e-05,5.776e-05,0.0001284,2.694e-05,0.0001675,0.01824,9.044e-05,3.7752,9.475e-05,0.0002956,0.0003808,1.731e-05,0.00016,1.731e-05,0.0001583,0.0004371,2.247e-05,0.0002579,0.01322,5.9e-05
"399",3.7856,8.145e-05,8.168e-05,0.000148,1.673e-05,1.147e-05,1.674e-05,5.711e-05,0.0001268,2.661e-05,0.000168,0.01829,9.072e-05,3.7856,8.637e-05,0.0002935,0.0003782,1.723e-05,0.0001593,1.724e-05,0.0001577,0.0004352,2.237e-05,0.0002589,0.01327,5.923e-05
"400",3.796,7.424e-05,8.054e-05,0.000146,1.653e-05,1.133e-05,1.653e-05,5.646e-05,0.0001253,2.629e-05,0.0001685,0.01834,9.099e-05,3.796,7.873e-05,0.0002915,0.0003757,1.716e-05,0.0001586,1.716e-05,0.0001572,0.0004333,2.227e-05,0.0002599,0.01331,5.947e-05
"401",3.8064,6.767e-05,7.941e-05,0.000144,1.633e-05,1.12e-05,1.633e-05,5.58e-05,0.0001238,2.597e-05,0.000169,0.01839,9.126e-05,3.8064,7.177e-05,0.0002896,0.0003732,1.708e-05,0.0001579,1.709e-05,0.0001566,0.0004314,2.218e-05,0.0002609,0.01336,5.97e-05
"402",3.8168,6.169e-05,7.83e-05,0.000142,1.612e-05,1.106e-05,1.613e-05,5.515e-05,0.0001222,2.565e-05,0.0001695,0.01844,9.153e-05,3.8168,6.542e-05,0.0002877,0.0003709,1.7e-05,0.0001572,1.701e-05,0.0001561,0.0004295,2.208e-05,0.0002619,0.0134,5.993e-05
"403",3.8272,5.623e-05,7.721e-05,0.0001401,1.593e-05,1.092e-05,1.593e-05,5.45e-05,0.0001207,2.533e-05,0.00017,0.01848,9.18e-05,3.8272,5.963e-05,0.0002859,0.0003686,1.693e-05,0.0001565,1.694e-05,0.0001555,0.0004276,2.198e-05,0.0002629,0.01344,6.016e-05
"404",3.8376,5.125e-05,7.614e-05,0.0001382,1.573e-05,1.079e-05,1.573e-05,5.385e-05,0.0001192,2.502e-05,0.0001705,0.01853,9.206e-05,3.8376,5.435e-05,0.0002842,0.0003664,1.685e-05,0.0001558,1.686e-05,0.0001549,0.0004257,2.188e-05,0.0002639,0.01348,6.039e-05
"405",3.848,4.672e-05,7.509e-05,0.0001363,1.553e-05,1.065e-05,1.554e-05,5.32e-05,0.0001177,2.471e-05,0.000171,0.01857,9.232e-05,3.848,4.955e-05,0.0002825,0.0003642,1.678e-05,0.0001551,1.679e-05,0.0001544,0.0004238,2.179e-05,0.0002649,0.01353,6.061e-05
"406",3.8584,4.259e-05,7.406e-05,0.0001345,1.534e-05,1.052e-05,1.534e-05,5.255e-05,0.0001163,2.44e-05,0.0001714,0.01862,9.257e-05,3.8584,4.516e-05,0.0002808,0.0003621,1.671e-05,0.0001545,1.671e-05,0.0001538,0.000422,2.169e-05,0.0002659,0.01357,6.084e-05
"407",3.8688,3.882e-05,7.304e-05,0.0001327,1.514e-05,1.038e-05,1.515e-05,5.191e-05,0.0001148,2.409e-05,0.0001719,0.01866,9.283e-05,3.8688,4.117e-05,0.0002792,0.0003601,1.663e-05,0.0001538,1.664e-05,0.0001532,0.0004201,2.16e-05,0.0002669,0.01361,6.106e-05
"408",3.8792,3.539e-05,7.204e-05,0.0001309,1.495e-05,1.025e-05,1.496e-05,5.127e-05,0.0001133,2.378e-05,0.0001724,0.01871,9.307e-05,3.8792,3.753e-05,0.0002776,0.0003581,1.656e-05,0.0001531,1.657e-05,0.0001526,0.0004183,2.15e-05,0.0002679,0.01365,6.129e-05
"409",3.8896,3.226e-05,7.105e-05,0.0001291,1.476e-05,1.012e-05,1.477e-05,5.063e-05,0.0001119,2.348e-05,0.0001728,0.01875,9.332e-05,3.8896,3.421e-05,0.0002761,0.0003561,1.649e-05,0.0001524,1.649e-05,0.000152,0.0004164,2.141e-05,0.0002688,0.01369,6.151e-05
"410",3.9,2.94e-05,7.008e-05,0.0001274,1.457e-05,9.993e-06,1.458e-05,5e-05,0.0001105,2.318e-05,0.0001733,0.01879,9.356e-05,3.9,3.118e-05,0.0002746,0.0003542,1.641e-05,0.0001518,1.642e-05,0.0001514,0.0004146,2.131e-05,0.0002698,0.01373,6.173e-05
"411",3.9104,2.68e-05,6.912e-05,0.0001256,1.438e-05,9.864e-06,1.439e-05,4.937e-05,0.0001091,2.288e-05,0.0001737,0.01883,9.38e-05,3.9104,2.842e-05,0.0002731,0.0003524,1.634e-05,0.0001511,1.635e-05,0.0001508,0.0004127,2.122e-05,0.0002708,0.01378,6.195e-05
"412",3.9208,2.443e-05,6.818e-05,0.0001239,1.42e-05,9.738e-06,1.421e-05,4.875e-05,0.0001077,2.259e-05,0.0001742,0.01887,9.404e-05,3.9208,2.591e-05,0.0002717,0.0003505,1.627e-05,0.0001504,1.628e-05,0.0001501,0.0004109,2.112e-05,0.0002717,0.01382,6.217e-05
"413",3.9312,2.227e-05,6.726e-05,0.0001223,1.402e-05,9.612e-06,1.402e-05,4.813e-05,0.0001063,2.23e-05,0.0001746,0.01891,9.427e-05,3.9312,2.362e-05,0.0002703,0.0003487,1.62e-05,0.0001498,1.62e-05,0.0001495,0.0004091,2.103e-05,0.0002727,0.01386,6.239e-05
"414",3.9416,2.03e-05,6.634e-05,0.0001206,1.384e-05,9.488e-06,1.384e-05,4.752e-05,0.0001049,2.201e-05,0.000175,0.01895,9.45e-05,3.9416,2.153e-05,0.0002689,0.000347,1.613e-05,0.0001491,1.613e-05,0.0001489,0.0004073,2.094e-05,0.0002737,0.0139,6.261e-05
"415",3.952,1.85e-05,6.545e-05,0.000119,1.366e-05,9.365e-06,1.366e-05,4.691e-05,0.0001035,2.172e-05,0.0001754,0.01899,9.473e-05,3.952,1.962e-05,0.0002675,0.0003452,1.606e-05,0.0001485,1.606e-05,0.0001483,0.0004055,2.085e-05,0.0002746,0.01394,6.283e-05
"416",3.9624,1.687e-05,6.456e-05,0.0001174,1.348e-05,9.243e-06,1.349e-05,4.631e-05,0.0001022,2.144e-05,0.0001759,0.01903,9.495e-05,3.9624,1.789e-05,0.0002662,0.0003435,1.599e-05,0.0001478,1.599e-05,0.0001477,0.0004037,2.075e-05,0.0002756,0.01398,6.305e-05
"417",3.9728,1.537e-05,6.369e-05,0.0001158,1.33e-05,9.123e-06,1.331e-05,4.572e-05,0.0001009,2.116e-05,0.0001763,0.01907,9.518e-05,3.9728,1.63e-05,0.0002649,0.0003418,1.592e-05,0.0001471,1.592e-05,0.0001471,0.000402,2.066e-05,0.0002765,0.01402,6.326e-05
"418",3.9832,1.401e-05,6.283e-05,0.0001143,1.313e-05,9.004e-06,1.314e-05,4.513e-05,9.955e-05,2.089e-05,0.0001767,0.01911,9.539e-05,3.9832,1.486e-05,0.0002636,0.0003401,1.585e-05,0.0001465,1.585e-05,0.0001465,0.0004002,2.057e-05,0.0002774,0.01406,6.348e-05
"419",3.9936,1.277e-05,6.198e-05,0.0001128,1.296e-05,8.886e-06,1.296e-05,4.454e-05,9.825e-05,2.061e-05,0.0001771,0.01915,9.561e-05,3.9936,1.355e-05,0.0002623,0.0003385,1.578e-05,0.0001459,1.578e-05,0.0001458,0.0003984,2.048e-05,0.0002784,0.0141,6.369e-05
"420",3.9999,1.208e-05,6.147e-05,0.0001118,1.286e-05,8.816e-06,1.286e-05,4.419e-05,9.747e-05,2.045e-05,0.0001773,0.01917,9.574e-05,3.9999,1.281e-05,0.0002615,0.0003375,1.573e-05,0.0001455,1.574e-05,0.0001455,0.0003974,2.043e-05,0.0002789,0.01412,6.382e-05
"421",4,1.207e-05,6.146e-05,0.0001118,1.285e-05,8.815e-06,1.286e-05,4.419e-05,9.746e-05,2.045e-05,0.0001773,0.01917,9.574e-05,4,1.28e-05,0.0002615,0.0003375,1.573e-05,0.0001455,1.574e-05,0.0001455,0.0003974,2.043e-05,0.0002789,0.01412,6.382e-05
"422",4.0001,0.001854,6.292e-05,0.0001118,1.285e-05,8.814e-06,1.286e-05,4.418e-05,9.745e-05,2.045e-05,0.0001773,0.01917,9.574e-05,4.0001,0.001966,0.0002631,0.0003375,1.573e-05,0.0001455,1.574e-05,0.0001455,0.0003973,2.043e-05,0.0002789,0.01412,6.382e-05
"423",4.004,0.001791,9.455e-05,0.0001248,1.314e-05,9.003e-06,1.309e-05,4.4e-05,9.818e-05,2.09e-05,0.0001775,0.01918,9.582e-05,4.004,0.001899,0.0003129,0.0003429,1.576e-05,0.0001456,1.575e-05,0.0001452,0.0003969,2.047e-05,0.0002793,0.01414,6.39e-05
"424",4.0144,0.001632,0.0001092,0.000165,1.455e-05,9.974e-06,1.451e-05,4.424e-05,0.0001087,2.315e-05,0.0001779,0.01923,9.605e-05,4.0144,0.001731,0.0003797,0.0003827,1.621e-05,0.0001496,1.616e-05,0.0001448,0.0004029,2.105e-05,0.0002802,0.01418,6.412e-05
"425",4.0248,0.001488,0.0001104,0.0001801,1.531e-05,1.05e-05,1.529e-05,4.521e-05,0.0001152,2.436e-05,0.0001783,0.01929,9.63e-05,4.0248,0.001578,0.0004024,0.0004235,1.678e-05,0.0001548,1.673e-05,0.0001448,0.0004161,2.178e-05,0.0002812,0.01422,6.434e-05
