"","time.Bisphenol.b","Agutlumen.Bisphenol.b","Cgut.Bisphenol.b","Cliver.Bisphenol.b","Cven.Bisphenol.b","Clung.Bisphenol.b","Cart.Bisphenol.b","Crest.Bisphenol.b","Ckidney.Bisphenol.b","Cplasma.Bisphenol.b","Atubules.Bisphenol.b","Ametabolized.Bisphenol.b","AUC.Bisphenol.b","time.Bisphenol.a","Agutlumen.Bisphenol.a","Cgut.Bisphenol.a","Cliver.Bisphenol.a","Cven.Bisphenol.a","Clung.Bisphenol.a","Cart.Bisphenol.a","Crest.Bisphenol.a","Ckidney.Bisphenol.a","Cplasma.Bisphenol.a","Atubules.Bisphenol.a","Ametabolized.Bisphenol.a","AUC.Bisphenol.a"
"509",4.836,5.199e-05,7.662e-05,0.0001391,1.582e-05,1.085e-05,1.583e-05,5.417e-05,0.00012,2.517e-05,0.0002219,0.02399,0.0001198,4.836,5.513e-05,0.0003061,0.0003947,1.818e-05,0.0001681,1.818e-05,0.0001672,0.0004591,2.36e-05,0.0003687,0.01848,8.434e-05
"510",4.8464,4.739e-05,7.556e-05,0.0001372,1.563e-05,1.072e-05,1.563e-05,5.352e-05,0.0001185,2.486e-05,0.0002224,0.02403,0.0001201,4.8464,5.026e-05,0.0003043,0.0003924,1.81e-05,0.0001673,1.81e-05,0.0001665,0.0004571,2.35e-05,0.0003697,0.01853,8.459e-05
"511",4.8568,4.32e-05,7.452e-05,0.0001353,1.543e-05,1.058e-05,1.544e-05,5.287e-05,0.000117,2.455e-05,0.0002229,0.02408,0.0001204,4.8568,4.581e-05,0.0003026,0.0003902,1.802e-05,0.0001666,1.802e-05,0.0001659,0.0004551,2.339e-05,0.0003708,0.01857,8.483e-05
"512",4.8672,3.938e-05,7.35e-05,0.0001335,1.524e-05,1.045e-05,1.524e-05,5.222e-05,0.0001155,2.424e-05,0.0002234,0.02412,0.0001206,4.8672,4.176e-05,0.0003008,0.000388,1.794e-05,0.0001658,1.794e-05,0.0001653,0.0004531,2.329e-05,0.0003719,0.01862,8.508e-05
"513",4.8776,3.589e-05,7.249e-05,0.0001317,1.504e-05,1.032e-05,1.505e-05,5.158e-05,0.000114,2.393e-05,0.0002238,0.02416,0.0001209,4.8776,3.806e-05,0.0002992,0.0003859,1.786e-05,0.0001651,1.787e-05,0.0001646,0.0004511,2.319e-05,0.0003729,0.01866,8.532e-05
"514",4.888,3.272e-05,7.15e-05,0.0001299,1.485e-05,1.018e-05,1.486e-05,5.094e-05,0.0001126,2.363e-05,0.0002243,0.02421,0.0001211,4.888,3.47e-05,0.0002975,0.0003838,1.778e-05,0.0001644,1.779e-05,0.0001639,0.0004491,2.309e-05,0.000374,0.01871,8.556e-05
"515",4.8984,2.982e-05,7.052e-05,0.0001282,1.466e-05,1.005e-05,1.467e-05,5.031e-05,0.0001112,2.332e-05,0.0002248,0.02425,0.0001214,4.8984,3.163e-05,0.0002959,0.0003818,1.77e-05,0.0001637,1.771e-05,0.0001633,0.0004471,2.298e-05,0.000375,0.01875,8.58e-05
"516",4.9088,2.719e-05,6.956e-05,0.0001264,1.447e-05,9.926e-06,1.448e-05,4.968e-05,0.0001097,2.303e-05,0.0002252,0.02429,0.0001216,4.9088,2.883e-05,0.0002944,0.0003798,1.762e-05,0.0001629,1.763e-05,0.0001626,0.0004451,2.288e-05,0.0003761,0.0188,8.604e-05
"517",4.9192,2.478e-05,6.861e-05,0.0001247,1.429e-05,9.798e-06,1.429e-05,4.905e-05,0.0001083,2.273e-05,0.0002256,0.02433,0.0001218,4.9192,2.628e-05,0.0002928,0.0003778,1.755e-05,0.0001622,1.755e-05,0.000162,0.0004432,2.278e-05,0.0003771,0.01884,8.627e-05
"518",4.9296,2.259e-05,6.768e-05,0.000123,1.41e-05,9.672e-06,1.411e-05,4.843e-05,0.0001069,2.244e-05,0.0002261,0.02437,0.0001221,4.9296,2.395e-05,0.0002913,0.0003759,1.747e-05,0.0001615,1.748e-05,0.0001613,0.0004412,2.268e-05,0.0003781,0.01889,8.651e-05
"519",4.94,2.059e-05,6.676e-05,0.0001214,1.392e-05,9.547e-06,1.393e-05,4.781e-05,0.0001056,2.215e-05,0.0002265,0.02442,0.0001223,4.94,2.183e-05,0.0002899,0.000374,1.739e-05,0.0001608,1.74e-05,0.0001606,0.0004393,2.258e-05,0.0003792,0.01893,8.674e-05
"520",4.9504,1.877e-05,6.586e-05,0.0001198,1.374e-05,9.423e-06,1.375e-05,4.72e-05,0.0001042,2.186e-05,0.0002269,0.02446,0.0001225,4.9504,1.99e-05,0.0002884,0.0003722,1.732e-05,0.0001601,1.732e-05,0.00016,0.0004373,2.248e-05,0.0003802,0.01897,8.698e-05
"521",4.9608,1.711e-05,6.496e-05,0.0001181,1.356e-05,9.301e-06,1.357e-05,4.66e-05,0.0001028,2.158e-05,0.0002273,0.02449,0.0001228,4.9608,1.814e-05,0.000287,0.0003703,1.724e-05,0.0001594,1.725e-05,0.0001593,0.0004354,2.238e-05,0.0003812,0.01901,8.721e-05
"522",4.9712,1.559e-05,6.409e-05,0.0001166,1.339e-05,9.18e-06,1.339e-05,4.6e-05,0.0001015,2.129e-05,0.0002278,0.02453,0.000123,4.9712,1.654e-05,0.0002856,0.0003685,1.716e-05,0.0001587,1.717e-05,0.0001586,0.0004335,2.228e-05,0.0003822,0.01906,8.744e-05
"523",4.9816,1.421e-05,6.322e-05,0.000115,1.321e-05,9.06e-06,1.322e-05,4.541e-05,0.0001002,2.102e-05,0.0002282,0.02457,0.0001232,4.9816,1.507e-05,0.0002842,0.0003667,1.709e-05,0.000158,1.709e-05,0.000158,0.0004316,2.219e-05,0.0003832,0.0191,8.768e-05
"524",4.992,1.296e-05,6.237e-05,0.0001135,1.304e-05,8.942e-06,1.305e-05,4.482e-05,9.886e-05,2.074e-05,0.0002286,0.02461,0.0001234,4.992,1.374e-05,0.0002828,0.000365,1.701e-05,0.0001573,1.702e-05,0.0001573,0.0004297,2.209e-05,0.0003842,0.01914,8.791e-05
"525",5,1.207e-05,6.172e-05,0.0001123,1.291e-05,8.852e-06,1.291e-05,4.437e-05,9.787e-05,2.053e-05,0.0002289,0.02464,0.0001236,5,1.28e-05,0.0002817,0.0003636,1.696e-05,0.0001568,1.696e-05,0.0001568,0.0004282,2.201e-05,0.000385,0.01918,8.808e-05
